URL,ROUGE-1,ROUGE-2,ROUGE-L,BLEU,BERTSCORE,LATENCY,COMPRESSION RATE,TOTAL TOKENS
https://tienphong.vn/dan-ha-noi-duoc-phep-xay-moi-nha-o-tren-bai-song-post1823944.tpo,0.2528,0.2025,0.1912,0.0313,0.6597,3959,25.3300,1137
https://tienphong.vn/lanh-dao-uy-ban-trung-uong-mttq-viet-nam-tiep-xuc-cu-tri-o-xa-dac-biet-kho-khan-post1823907.tpo,0.1142,0.1048,0.1026,0.0002,0.6251,3329,10.6300,1853
https://tienphong.vn/xay-ra-vu-no-tai-benh-vien-tra-vinh-post1823943.tpo,0.2826,0.2244,0.2130,0.0290,0.6352,3819,29.8500,1004
https://tienphong.vn/thu-tuong-pham-minh-chinh-nhan-manh-5-bai-hoc-sau-sac-tu-co-thu-tuong-pham-van-dong-post1823906.tpo,,,,,,,,
https://tienphong.vn/ron-rang-khoi-dong-thang-thanh-nien-2026-tai-hue-post1823904.tpo,,,,,,,,
https://tienphong.vn/chay-bai-tap-ket-mut-o-cu-chi-post1823929.tpo,,,,,,,,
https://tienphong.vn/hai-xe-may-lao-am-am-vao-nhau-5-nguoi-thuong-vong-post1823920.tpo,,,,,,,,
https://tienphong.vn/tam-buoi-toi-o-bien-nhat-le-mot-du-khach-bi-song-cuon-post1823884.tpo,,,,,,,,
https://tienphong.vn/co-thu-tuong-pham-van-dong-qua-hoi-uc-cua-cuu-chu-tich-tinh-97-tuoi-post1823894.tpo,,,,,,,,
https://tienphong.vn/hon-100-canh-sat-bao-vay-triet-xoa-soi-bac-da-ga-quy-mo-lon-o-tphcm-post1823888.tpo,,,,,,,,
https://tienphong.vn/container-om-cua-sai-quy-dinh-cuon-nguoi-phu-nu-tu-vong-post1823842.tpo,,,,,,,,
https://tienphong.vn/chuong-trinh-nghe-thuat-ky-niem-120-nam-ngay-sinh-co-thu-tuong-pham-van-dong-post1823843.tpo,,,,,,,,
https://tienphong.vn/thoi-tiet-mien-bac-thay-doi-the-nao-trong-nhung-ngay-toi-post1823859.tpo,,,,,,,,
https://tienphong.vn/nguyen-lanh-dao-tphcm-chia-se-bi-kip-voi-ung-cu-vien-dai-bieu-quoc-hoi-trong-do-tuoi-doan-post1823794.tpo,,,,,,,,
https://tienphong.vn/tieu-diem-le-hoi-dau-xuan-dong-duc-nhung-luu-y-khong-the-bo-qua-post1823574.tpo,,,,,,,,
https://tienphong.vn/tuoi-tre-gia-lai-khanh-hoa-ra-quan-thang-thanh-nien-voi-nhieu-hoat-dong-soi-noi-post1823714.tpo,,,,,,,,
https://tienphong.vn/pho-thu-tuong-pham-thi-thanh-tra-thanh-nien-phai-tien-phong-trong-doi-moi-sang-tao-post1823728.tpo,,,,,,,,
https://tienphong.vn/tuoi-tre-thanh-hoa-trao-10-ty-dong-von-vay-cho-thanh-nien-khoi-nghiep-post1823783.tpo,,,,,,,,
https://tienphong.vn/tuoi-tre-quang-ngai-can-tho-ra-quan-thang-thanh-nien-2026-voi-nhieu-cong-trinh-thiet-thuc-post1823812.tpo,,,,,,,,
https://tienphong.vn/tam-giu-hanh-khach-kep-co-danh-dap-tai-xe-taxi-vi-bi-huy-chuyen-post1823823.tpo,,,,,,,,
https://tienphong.vn/thu-tuong-pham-minh-chinh-lam-viec-voi-ban-thuong-vu-thanh-uy-da-nang-post1823817.tpo,,,,,,,,
https://tienphong.vn/khuyen-cao-cong-dan-viet-nam-tranh-den-israel-va-iran-vao-thoi-diem-nay-post1823818.tpo,,,,,,,,
https://tienphong.vn/ha-noi-co-so-thu-mua-phe-lieu-boc-chay-du-doi-lan-sang-2-nha-lien-ke-post1823819.tpo,,,,,,,,
https://tienphong.vn/hoc-tap-va-lan-toa-tam-guong-dong-chi-pham-van-dong-post1823813.tpo,,,,,,,,
https://tienphong.vn/an-giang-truc-xuat-2-nguoi-trung-quoc-nhap-canh-trai-phep-post1823788.tpo,,,,,,,,
https://tienphong.vn/xe-bien-xanh-bi-to-vi-pham-giao-thong-tai-xe-va-don-vi-quan-ly-bi-phat-gan-40-trieu-dong-post1823799.tpo,,,,,,,,
https://tienphong.vn/tim-thay-thi-the-nguoi-me-tre-dang-mang-thai-va-con-gai-duoi-ho-nuoc-o-dak-lak-post1823800.tpo,,,,,,,,
https://tienphong.vn/ha-noi-3-nguoi-di-xe-may-suyt-chet-khi-bi-o-to-ban-tai-tat-dau-post1823753.tpo,,,,,,,,
https://tienphong.vn/cam-tau-thuyen-qua-doan-kenh-co-cau-bi-sap-o-can-tho-post1823784.tpo,,,,,,,,
https://tienphong.vn/ong-nguyen-duy-ngoc-ha-noi-phai-la-dau-tau-dan-dat-ca-nuoc-post1823735.tpo,,,,,,,,
https://tienphong.vn/va-cham-xe-may-tren-quoc-lo-nguoi-ban-ve-so-cung-nu-cong-nhan-tu-vong-post1823775.tpo,,,,,,,,
https://tienphong.vn/viet-nam-mo-rong-hop-tac-quoc-te-trong-chuyen-giao-nguoi-chap-hanh-an-phat-tu-post1823756.tpo,,,,,,,,
https://tienphong.vn/khoi-dong-thang-thanh-nien-tuoi-tre-tphcm-chung-suc-khoi-thong-dong-chay-kenh-rach-post1823631.tpo,,,,,,,,
https://tienphong.vn/mien-bac-sap-don-khong-khi-lanh-post1823778.tpo,,,,,,,,
https://tienphong.vn/ra-quan-thang-thanh-nien-khoi-cong-xay-dung-nha-nhan-ai-cho-nguoi-ngheo-o-ha-tinh-post1823745.tpo,,,,,,,,
https://tienphong.vn/hon-4-ty-dong-thuc-hien-cac-cong-trinh-trong-thang-thanh-nien-o-da-nang-post1823741.tpo,,,,,,,,
https://tienphong.vn/bo-noi-vu-de-nghi-ra-soat-phu-cap-dac-biet-cua-cong-chuc-post1823750.tpo,,,,,,,,
https://tienphong.vn/ha-noi-khong-de-quy-hoach-bi-chi-phoi-boi-loi-ich-nhom-hay-tu-duy-nhiem-ky-post1823740.tpo,,,,,,,,
https://tienphong.vn/sap-cau-o-can-tho-xe-cho-gao-roi-xuong-song-post1823710.tpo,,,,,,,,
